,0
pelvis_tilt,0.14740997256717303
pelvis_list,0.04010162768317341
pelvis_rotation,0.11291847591475404
pelvis_tx,0.2621565345753257
pelvis_ty,0.046578507953553734
pelvis_tz,0.10502377593623835
hip_flexion_r,0.0271144009038184
hip_adduction_r,0.04829304015744769
hip_rotation_r,0.10660515106474996
knee_angle_r,0.0390571685681536
knee_angle_r_beta,0.03905716853601339
ankle_angle_r,0.049290415101238466
subtalar_angle_r,0.0
mtp_angle_r,0.0
hip_flexion_l,0.04302384319985433
hip_adduction_l,0.07872247255883934
hip_rotation_l,0.105304091310587
knee_angle_l,0.030807389345075348
knee_angle_l_beta,0.03080738899699133
ankle_angle_l,0.03296776559369164
subtalar_angle_l,0.0
mtp_angle_l,0.0
lumbar_extension,0.08196969762875053
lumbar_bending,0.08803009178804555
lumbar_rotation,0.07080861589906139
arm_flex_r,0.06603210566786383
arm_add_r,0.09394423334449732
arm_rot_r,0.06575360465069721
elbow_flex_r,0.09311856798194143
pro_sup_r,0.1955173937106989
wrist_flex_r,0.0
wrist_dev_r,0.0
arm_flex_l,0.0709871466717273
arm_add_l,0.09825616743573315
arm_rot_l,0.06538918774875534
elbow_flex_l,0.08328893879156299
pro_sup_l,0.14338798803842667
wrist_flex_l,0.0
wrist_dev_l,0.0
